  0.0000e+00 -8.2908e-19  0.0000e+00
  8.0000e-01  2.6640e-19  0.0000e+00
  1.6000e+00  3.7258e-19  0.0000e+00
  2.4000e+00 -1.1829e-18  0.0000e+00
  3.2000e+00 -7.6242e-19  0.0000e+00
  4.0000e+00 -6.2026e-19  0.0000e+00
  4.8000e+00 -1.0260e-19  0.0000e+00
  5.6000e+00 -2.2257e-19  0.0000e+00
  6.4000e+00 -7.9678e-19  0.0000e+00
  7.2000e+00  4.1565e-19  0.0000e+00
  8.0000e+00  2.1500e-20  0.0000e+00
  8.8000e+00 -1.3361e-19  0.0000e+00
  9.6000e+00 -7.9255e-19  0.0000e+00
  1.0400e+01  7.3230e-19  0.0000e+00
  1.1200e+01 -2.8927e-19  0.0000e+00
  1.2000e+01 -1.8153e-19  0.0000e+00
  1.2800e+01 -4.2692e-19  0.0000e+00
  1.3600e+01 -8.5696e-20  0.0000e+00
  1.4400e+01 -6.8760e-19  0.0000e+00
  1.5200e+01  1.3437e-19  0.0000e+00
  1.6000e+01  4.7693e-20  0.0000e+00
  1.6800e+01 -2.0140e-20  0.0000e+00
  1.7600e+01 -4.8859e-19  0.0000e+00
  1.8400e+01  1.9158e-20  0.0000e+00
  1.9200e+01 -4.8530e-20  0.0000e+00
  2.0000e+01 -6.6438e-19  0.0000e+00
  2.0800e+01  9.1426e-20  0.0000e+00
  2.1600e+01 -2.9812e-19  0.0000e+00
  2.2400e+01  1.2328e-19  0.0000e+00
  2.3200e+01 -4.7685e-21  0.0000e+00
  2.4000e+01 -2.2707e-19  0.0000e+00
  2.4800e+01  3.2831e-19  0.0000e+00
  2.5600e+01 -8.5835e-19  0.0000e+00
  2.6400e+01  1.8433e-19  0.0000e+00
  2.7200e+01 -6.7421e-19  0.0000e+00
  2.8000e+01 -6.9476e-19  0.0000e+00
  2.8800e+01 -1.7809e-19  0.0000e+00
  2.9600e+01 -7.9619e-19  0.0000e+00
  3.0400e+01  7.2740e-20  0.0000e+00
  3.1200e+01 -9.8689e-20  0.0000e+00
  3.2000e+01 -2.2288e-19  0.0000e+00
  3.2800e+01 -6.1895e-19  0.0000e+00
  3.3600e+01  1.4783e-19  0.0000e+00
  3.4400e+01 -7.4460e-19  0.0000e+00
  3.5200e+01 -6.3627e-19  0.0000e+00
  3.6000e+01 -1.0549e-18  0.0000e+00
  3.6800e+01  3.4480e-19  0.0000e+00
  3.7600e+01  1.0519e-20  0.0000e+00
  3.8400e+01 -8.6081e-19  0.0000e+00
  3.9200e+01 -2.4152e-19  0.0000e+00
  4.0000e+01  5.3606e-19  0.0000e+00
  4.0800e+01 -4.7660e-19  0.0000e+00
  4.1600e+01 -7.7387e-19  0.0000e+00
  4.2400e+01 -3.4310e-19  0.0000e+00
  4.3200e+01 -1.1521e-19  0.0000e+00
  4.4000e+01 -2.2067e-19  0.0000e+00
  4.4800e+01 -7.7791e-19  0.0000e+00
  4.5600e+01 -4.6239e-19  0.0000e+00
  4.6400e+01 -7.2110e-19  0.0000e+00
  4.7200e+01  4.6586e-19  0.0000e+00
  4.8000e+01  1.3699e-19  0.0000e+00
  4.8800e+01  3.9358e-19  0.0000e+00
  4.9600e+01 -1.0482e-18  0.0000e+00
  5.0400e+01  7.7825e-20  0.0000e+00
  5.1200e+01 -1.0178e-19  0.0000e+00
  5.2000e+01  1.6700e-19  0.0000e+00
  5.2800e+01 -2.8601e-19  0.0000e+00
  5.3600e+01 -3.0162e-19  0.0000e+00
  5.4400e+01  1.1786e-19  0.0000e+00
  5.5200e+01 -3.4261e-19  0.0000e+00
  5.6000e+01 -6.7830e-19  0.0000e+00
  5.6800e+01 -9.6322e-20  0.0000e+00
  5.7600e+01  3.0144e-19  0.0000e+00
  5.8400e+01 -1.8731e-19  0.0000e+00
  5.9200e+01 -2.4673e-19  0.0000e+00
  6.0000e+01  3.2815e-19  0.0000e+00
  6.0800e+01  1.3209e-19  0.0000e+00
  6.1600e+01  5.6078e-19  0.0000e+00
  6.2400e+01 -4.4823e-19  0.0000e+00
  6.3200e+01  1.9843e-19  0.0000e+00
  6.4000e+01  7.1358e-20  0.0000e+00
  6.4800e+01  6.3643e-19  0.0000e+00
  6.5600e+01 -5.9637e-20  0.0000e+00
  6.6400e+01 -6.0759e-20  0.0000e+00
  6.7200e+01 -4.5667e-19  0.0000e+00
  6.8000e+01 -2.9387e-19  0.0000e+00
  6.8800e+01 -6.3888e-19  0.0000e+00
  6.9600e+01 -7.4902e-19  0.0000e+00
  7.0400e+01  9.6343e-20  0.0000e+00
  7.1200e+01 -1.7180e-19  0.0000e+00
  7.2000e+01 -3.1952e-19  0.0000e+00
  7.2800e+01 -1.1218e-19  0.0000e+00
  7.3600e+01 -2.3638e-19  0.0000e+00
  7.4400e+01 -7.5392e-19  0.0000e+00
  7.5200e+01 -6.0135e-19  0.0000e+00
  7.6000e+01 -3.5491e-19  0.0000e+00
  7.6800e+01 -3.3802e-19  0.0000e+00
  7.7600e+01  1.1329e-19  0.0000e+00
  7.8400e+01 -6.5014e-19  0.0000e+00
  7.9200e+01 -1.5606e-19  0.0000e+00
  8.0000e+01  1.4401e-19  0.0000e+00
  8.0800e+01  5.5959e-20  0.0000e+00
  8.1600e+01 -1.4488e-19  0.0000e+00
  8.2400e+01 -5.3254e-19  0.0000e+00
  8.3200e+01 -2.5036e-19  0.0000e+00
  8.4000e+01  6.3505e-19  0.0000e+00
  8.4800e+01 -9.2259e-19  0.0000e+00
  8.5600e+01 -6.9890e-21  0.0000e+00
  8.6400e+01 -7.6590e-19  0.0000e+00
